sku;Ano;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
11963;2015;8;13;9;17;3;0;13;4;9;202;0;0
11964;2015;0;0;0;1;16;7;6;5;5;19;7;16
11965;2015;0;0;0;40;120;59;58;48;66;3;0;0
11971;2015;96;94;113;124;20;19;0;11;57;62;115;90
11975;2015;31;26;22;26;35;68;76;0;0;0;0;0
11976;2015;13;15;23;9;103;32;106;0;0;0;0;0
11978;2015;24;18;68;16;8;5;14;5;0;0;0;0
11986;2015;0;0;64;0;0;0;30;39;88;29;37;37
11990;2015;0;0;3;19;16;0;7;82;4;6;12;12
11991;2015;0;0;13;7;0;0;5;16;3;6;12;5
11992;2015;1;0;3;5;1;3;1;0;0;0;0;0
11994;2015;0;0;71;216;38;37;68;33;50;297;0;0
11995;2015;0;0;74;216;111;79;148;113;73;0;0;0
11996;2015;0;0;53;203;39;32;12;18;40;420;0;0
11999;2015;10;8;9;1;5;11;2;0;0;3;1;1
12;2015;0;0;1;60;304;324;229;179;215;217;253;207
12001;2015;5;11;3;4;11;4;4;5;5;6;11;27
12007;2015;13;5;8;8;11;22;15;7;7;10;9;2
12008;2015;58;0;17;45;48;10;23;18;29;39;46;71
12010;2015;0;0;56;53;145;25;11;40;27;38;32;46
12011;2015;0;0;37;14;63;13;6;34;22;50;64;42
12012;2015;0;0;0;0;0;2;35;6;13;42;10;21
12013;2015;0;0;3;11;9;4;2;3;4;8;1;25
12016;2015;29;33;83;53;68;35;37;51;45;68;75;108
12019;2015;0;0;0;0;0;0;5;11;6;11;12;15
12021;2015;0;0;0;0;0;18;104;50;46;69;127;0
12023;2015;0;0;0;0;0;0;0;1;2;1;0;0
12029;2015;6;2;3;0;0;0;5;6;20;15;7;3
12030;2015;5;12;7;0;0;0;6;6;21;13;1;6
12037;2015;10;7;6;1;0;0;3;2;9;3;3;5
12040;2015;16;7;10;3;1;0;4;6;8;15;13;5
12041;2015;7;5;4;18;10;18;11;40;11;0;7;5
12045;2015;0;0;0;6;0;0;0;0;0;0;0;0
12051;2015;40;30;0;0;0;0;0;0;0;0;0;0
12067;2015;6,055;10,53;15,836;29,388;28,29;31,832;33,43;28,371;37,71;27,254;0;0
12068;2015;0;0;7;22;0;0;7;16;55;8;9;7
12070;2015;0;0;0;0;0;0;0;1;0;0;0;0
12083;2015;8;4;10;13;7;8;20;10;17;6;3;8
12085;2015;2;1;1;1;0;1;0;0;0;0;0;1
12087;2015;0;0;6;7;11;0;0;1;1;2;2;17
12089;2015;2;6;2;1;0;0;1;1;2;0;3;0
12091;2015;9;1;0;0;0;0;0;1;4;4;0;5
12093;2015;1;2;6;0;6;0;8;0;0;14;1;0
12097;2015;16;12;10;25;0;0;0;0;0;0;0;0
12098;2015;0;0;41;43;56;7;4;30;21;47;41;30
12103;2015;0;0;13,385;0;9,225;0;0;0;0;0;0;0
12107;2015;0;3,735;10,505;17,885;0;0;6,225;0;6,13;2,08;4,21;12,52
12108;2015;59,18;60,175;111,048;41,085;13,71;22,08;38,826;82,25;79,01;82,61;6,505;90,95
12110;2015;0;0;263;671;0;24;788;616;337;714;428;1000
12112;2015;309;185;241;175;123;95;78;321;121;657;283;496
12113;2015;2;5;0;0;0;0;0;0;4;11;3;9
12114;2015;1;3;5;0;0;0;0;1;3;21;0;0
12115;2015;43;4;0;0;0;0;0;0;0;0;0;0
12117;2015;51;0;0;0;0;13;116;49;40;51;43;39
12118;2015;37;21;41;43;43;35;16;7;31;38;69;13
12119;2015;99;50;210;169;244;36;218;117;85;174;105;103
12120;2015;83;70;38;0;0;1;124;112;100;177;58;89
12121;2015;529;333;840;719;753;678;758;448;586;1167;476;487
12124;2015;7;6;4;0;0;0;3;5;6;16;5;10
12125;2015;0;0;0;0;0;0;3;2;3;5;6;9
12126;2015;148;202;193;0;0;0;0;74;194;434;98;127
12127;2015;12;0;44;25;100;18;0;0;0;0;6;19
12133;2015;7;8;9;1;4;1;0;8;6;0;1;8
12142;2015;13;10;47;30;10;0;0;0;0;0;0;0
12144;2015;6;0;0;0;0;0;48;0;0;2;0;0
12145;2015;13;62;17;18;1;2;48;15;18;0;0;0
12156;2015;0;0;0;0;0;0;0;0;0;13;12;13
12167;2015;1;0;0;0;0;0;0;0;0;0;0;0
12169;2015;0;0;0;0;0;1;0;0;0;4;0;0
12183;2015;0;0;0;0;0;0;16;11;40;52;73;0
12185;2015;0;14,595;0;0;6,82;16,565;0;0;0;0;0;0
12186;2015;0;0;0;0;0;0;0;14;13;0;0;0
12188;2015;78,385;134,445;104,005;74,89;106,68;154,69;206,175;178,575;140,175;178,155;169,455;218,315
12191;2015;0;0;0;0;0;0;0;0;0;0;0,745;0
12192;2015;0;5,71;6,645;3,2;14,76;16,475;9,23;10,24;6,815;7,015;7,91;0
12194;2015;64,73;85,41;104,895;0;74,68;107,545;84,861;135,715;103,71;66,83;131,74;57,73
12198;2015;155;138;106;0;0;16;218;126;143;135;175;275
12199;2015;0;0;38;31;34;12;2;0;0;0;0;0
12200;2015;0;0;197;332;392;357;229;0;0;0;87;229
12202;2015;72;137;123;106;102;141;280;120;237;149;27;148
12203;2015;35;43;7;0;0;12;26;6;8;6;17;13
12204;2015;39;9;11;5;23;27;27;30;8;17;23;47
12205;2015;0;0;10;15;17;7;70;6;9;13;3;12
12206;2015;0;0;44;20;41;4;6;38;17;44;34;16
12207;2015;8;5;19;31;21;33;24;10;27;9;9;14
12208;2015;50;59;35;0;0;0;70;55;171;98;0;0
12209;2015;44;28;47;35;50;41;19;27;42;45;51;31
12211;2015;19;16;10;13;12;9;13;7;11;8;26;4
12213;2015;26;34;95;150;123;95;0;0;0;0;0;0
12214;2015;0;0;15;41;34;0;0;0;0;45;18;9
12215;2015;41;30;40;7;16;10;2;8;67;20;69;120
12216;2015;28,615;25,04;0,9;0;0;0;7,915;27,77;36,83;6,76;0;0
12217;2015;0;2,12;0;0;0;12,69;10,305;13,986;12,455;3,265;14,15;2,84
12222;2015;0;0;115;26;69;50;36;34;47;386;548;3
12224;2015;37;17;18;12;7;7;9;25;128;0;0;0
12225;2015;5;0;0;0;0;0;1;2;2;18;56;4
12232;2015;11;18;37;14;13;44;27;21;10;13;12;6
12233;2015;6;3;10;0;2;4;0;1;2;3;3;2
12234;2015;2;3;3;4;0;0;1;0;1;4;2;3
12238;2015;0;0;28;0;0;0;0;0;0;9;10;9
12240;2015;11;4;3;4;4;15;3;3;2;5;0;0
12241;2015;4;4;6;2;3;15;6;0;0;0;0;1
12266;2015;10;2;1;0;3;1;0;0;1;0;4;0
12267;2015;5;2;0;8;0;0;0;0;0;0;0;0
12268;2015;7;2;1;0;0;0;10;13;10;22;5;0
12269;2015;15;6;8;7;6;3;4;11;8;5;6;37
12277;2015;121;48;63;46;90;53;19;57;0;7;0;0
12278;2015;0;21;56;19;0;0;0;0;0;0;0;0
12294;2015;19;23;33;52;376;27;45;52;53;34;49;112
12297;2015;0;0;51;65;48;25;57;25;15;32;27;58
12298;2015;9;3;3;1;4;7;4;4;7;3;2;14
12302;2015;3;0;2;0;2;0;0;0;0;0;0;0
12303;2015;0;3;2;1;1;0;2;2;5;0;3;1
12304;2015;4;3;1;1;2;2;1;2;2;1;5;8
12305;2015;15;1;16;13;14;0;6;0;0;24;38;12
12307;2015;12,924;18,575;20,205;12,26;14,52;4,595;15,213;4,425;5,66;11,339;14,54;21,54
12308;2015;0;0;0;0;0;2;33;15;28;19;5;1
12309;2015;8;2;6;2;14;3;13;11;5;9;8;6
12310;2015;8;8;17;8;6;20;14;6;15;8;13;6
12311;2015;20;0;0;60;0;0;0;3;87;0;0;0
12312;2015;1;3;3;3;2;0;0;0;0;0;0;0
12322;2015;97;40;45;31;5;0;0;0;0;148;7;35
12324;2015;0;0;0;0;0;0;11;0;0;10;6;9
12326;2015;3;3;26;6;4;1;6;1;6;1;8;12
12327;2015;2;2;0;1;1;6;1;4;5;0;0;0
12328;2015;34,057;5,185;0;0;0;0;0;0;0;39,55;95,58;13,84
12329;2015;287;239;261;209;258;147;201;274;311;388;192;264
12339;2015;0;1;0;0;0;0;0;0;0;0;0;0
12355;2015;1;0;0;1;1;1;0;1;0;0;0;0
12357;2015;0;21;0;0;0;19;0;0;22;34;0;0
12358;2015;16;46;8;7;20;29;28;13;39;28;18;12
12359;2015;1;2;0;1;1;1;0;7;3;0;4;10
12361;2015;0;0;20;7;2;3;4;2;31;20;22;21
12363;2015;8;14;5;21;13;12;17;22;16;7;17;62
12367;2015;277;48;229;80;474;142;108;521;416;1034;131;340
12370;2015;0;2;3;1;1;0;3;2;0;0;0;0
12373;2015;0;0;0;0;18;7;14;19;21;14;16;12
12374;2015;6;3;3;5;3;6;1;14;11;12;12;6
12375;2015;12;6;8;6;15;10;15;4;0;7;15;44
12376;2015;4;4;7;8;15;11;8;7;10;8;8;12
12377;2015;0;0;0;2;5;3;2;3;4;1;5;4
12379;2015;19;16;20;14;18;10;6;9;11;40;28;20
12380;2015;10;7;4;5;6;11;13;20;20;28;21;35
12381;2015;15;4;8;5;16;11;22;8;15;30;17;12
12382;2015;5;7;2;6;8;10;8;6;7;3;6;6
12383;2015;9;12;14;10;3;0;0;0;0;0;0;0
12385;2015;10;4;9;14;6;7;5;4;4;3;2;1
12387;2015;27;23;24;39;42;47;91;0;43;44;22;23
12388;2015;30;43;50;56;69;20;0;0;22;29;27;19
12389;2015;91;31;226;46;112;76;94;77;91;14;29;54
12390;2015;30;9;144;9;80;40;13;82;76;14;3;101
12391;2015;32;35;12;7;18;154;254;0;0;0;0;0
12393;2015;5;10;3;21;9;0;0;0;16;13;16;12
12394;2015;5;5;0;3;7;28;1;0;0;1;1;2
12395;2015;9;4;8;2;10;2;14;10;9;5;4;5
12396;2015;6;11;6;19;6;3;7;12;12;10;34;6
12398;2015;8;27;2;7;18;4;9;12;7;5;3;6
12399;2015;9;29;4;6;10;7;6;23;4;4;5;3
12400;2015;8;16;59;5;13;3;2;6;13;10;11;9
12401;2015;11;8;6;15;6;33;10;14;7;1;4;6
12404;2015;11;17;70;30;20;32;20;7;16;12;53;18
12406;2015;17;17;31;25;22;3;0;0;17;17;15;16
12407;2015;78;36;17;17;25;21;21;8;19;22;21;70
12416;2015;1;8;0;0;0;12;13;1;0;0;0;0
12425;2015;0;0;39;68;76;122;82;19;0;25;32;63
12426;2015;0;0;36;71;71;99;54;76;8;42;30;35
12428;2015;0;0;51;77;59;47;42;43;48;56;137;154
12429;2015;55;79;63;14;0;0;27;59;96;110;204;0
12431;2015;7;8;5;4;3;1;4;3;3;5;5;11
12432;2015;0;0;0;0;0;2;0;0;0;0;0;0
12433;2015;0;0;1;0;3;1;0;0;0;0;0;2
12434;2015;0;0;0;0;0;0;0;0;0;0;2;0
12435;2015;0;1;2;2;3;3;0;0;0;2;4;6
12443;2015;0;6;13;5;4;11;9;1;1;0;1;11
12444;2015;0;0;0;0;0;0;2;1;7;1;4;2
12447;2015;0;15,315;18,76;35,185;69,245;25,885;63,265;60,476;1;55,045;7,995;36,03
12452;2015;0;0;0;0;48,265;0;0;14,805;0;0;32,23;21,315
12453;2015;0;0;6,415;10,36;2,075;0;0;0;0;0;0;0
12454;2015;0;0;0;0;0;0;0;0;0;0;9;0
12455;2015;0;0;0;0;0;0;0;0,495;11,545;0;0;0
12456;2015;48,61;0;0;0;65,665;5,695;0;0;0;18,7;0;0
12457;2015;16,925;27,165;18,38;0;0;0;0;0;0;0;0;0
12460;2015;4;5;20;9;3;12;3;9;0;10;15;21
12461;2015;34;10;8;9;8;3;47;7;14;19;26;30
12462;2015;7;84;84;36;56;26;36;0;0;0;2;75
12463;2015;13;17;7;0;0;0;31;16;23;39;26;54
12464;2015;19;91;13;12;16;23;50;37;8;0;3;18
12465;2015;77;112;108;38;80;89;163;528;119;120;121;15
12466;2015;94;129;119;85;99;75;102;19;47;58;53;44
12467;2015;3;5;0;15;4;3;30;5;5;5;0;0
12468;2015;6;11;4;0;0;0;0;0;0;0;0;0
12470;2015;2;0;0;0;0;0;0;0;0;0;0;0
12471;2015;0;5;2;2;0;0;0;0;0;0;0;0
12472;2015;0;0;2;2;0;1;3;1;0;1;0;1
12473;2015;172;175;224;138;146;287;8;173;335;1071;0;0
12474;2015;203;125;145;225;197;253;123;254;0;195;441;153
12475;2015;49;49;90;67;63;36;14;27;31;336;0;0
12476;2015;10;7;41;29;113;150;3;113;0;0;0;0
12478;2015;97;55;56;19;31;48;71;132;18;0;0;0
12480;2015;166;91;164;152;211;146;133;145;111;133;247;433
12481;2015;129;81;120;102;246;109;554;35;425;24;166;20
12483;2015;209;48;95;151;161;104;72;282;358;0;0;0
12484;2015;130;60;67;55;81;69;37;47;62;665;204;0
12487;2015;154;138;111;150;253;274;288;586;380;312;11;0
12488;2015;66;34;65;60;283;137;137;124;323;0;0;0
12489;2015;66;48;71;53;50;76;69;139;117;62;5;0
12506;2015;1,15;0;0;2,03;9,655;7,125;1,11;0,78;0,225;0,915;11,87;21,68
12509;2015;0;0;0;0;0;0;0;0;0;500;1637;1730
12510;2015;98;98;124;160;142;139;168;89;3;83;192;195
12513;2015;0;1;2;0;0;1;0;0;0;0;0;0
12515;2015;0;1;0;0;0;0;0;0;0;0;0;0
12516;2015;10;0;0;0;0;0;0;0;0;0;0;0
12517;2015;4;5;2;10;8;5;6;9;14;10;3;0
12518;2015;7;4;7;9;8;2;7;3;0;0;0;0
12519;2015;3;6;1;1;3;9;5;5;8;14;16;19
12520;2015;8;5;6;8;12;4;4;6;16;11;13;22
12521;2015;8;4;6;8;7;8;10;4;9;4;4;13
12522;2015;21;8;9;7;7;11;4;3;2;5;6;30
12523;2015;10;16;9;8;4;0;6;3;4;6;7;23
12524;2015;9;0;0;0;1;4;6;1;0;0;0;0
12525;2015;13;7;4;8;5;7;12;12;22;20;14;23
12526;2015;15;15;11;21;19;17;25;21;12;19;23;24
12527;2015;14;6;6;10;15;12;11;11;6;15;19;44
12536;2015;0;0;0;0;1;0;0;0;0;0;0;0
12539;2015;0;6,39;6,215;23,33;11,875;4,07;1,21;2,32;2,815;2,565;0;0
12540;2015;0;0;0;0;16,62;9,235;5,875;0,395;0;0;0;0
12547;2015;31;9;19;0;0;28;0;0;28;0;0;37
12548;2015;26;16;29;23;0;15;13;0;28;0;0;32
12549;2015;33;22;32;21;0;14;14;0;28;0;0;31
12550;2015;14;25;14;3;0;12;16;0;28;0;0;32
12551;2015;22;18;28;2;0;0;0;0;0;0;0;37
12552;2015;20;13;4;0;0;0;0;0;0;0;0;32
12553;2015;12;0;0;0;0;0;0;0;0;0;0;32
12555;2015;0;3;0;0;0;0;0;0;0;0;0;0
12557;2015;0;0;0;0;0;0;0;0;0,92;3,63;0;0
12558;2015;166;45;28;49;0;0;0;0;0;0;0;17
12559;2015;80;41;43;28;36;0;0;0;0;0;0;12
12561;2015;0;0;0;12;26;9;11;2;0;0;0;0
12564;2015;0;0,735;2,11;0,25;0;0,28;1,195;0;0,505;0,45;0;0
12566;2015;0;9;13;12;7;7;19;21;32;0;0;0
12567;2015;0;2;1;4;9;10;7;2;6;4;8;5
12568;2015;25;13;11;7;29;4;51;118;55;0;0;0
12569;2015;0;0;0;0;6;2;9;1;0;0;0;0
12570;2015;119;116;231;221;112;0;0;0;0;0;0;0
12573;2015;0;16;4;13;2;14;1;4;3;15;10;0
12574;2015;0;19;11;23;10;0;0;0;1;3;6;4
12575;2015;0;0;0;0;0;0;13;9;3;10;10;10
12576;2015;0;0;0;0;0;0;4;7;8;8;6;10
12577;2015;0;0;0;0;0;96;0;0;0;0;18;0
12578;2015;0;0;1;9;10;15;14;23;18;18;11;48
12583;2015;327;383;11;0;0;0;0;0;0;0;0;0
12588;2015;172;144;355;268;649;96;223;24;129;602;493;361
12591;2015;18;4;15;11;21;0;0;0;0;0;0;0
12592;2015;13;22;16;15;59;0;0;0;0;1;0;0
12598;2015;5;2;0;0;0;0;0;0;0;0;0;0
12599;2015;13;9;2;0;0;0;0;0;0;0;0;0
12601;2015;4;5;0;0;0;0;0;0;0;0;0;0
12602;2015;8;1;0;0;0;0;0;0;0;0;0;0
12609;2015;0;171;1347;716;70;0;0;0;0;0;0;0
12610;2015;0;0;0;6,785;0;0;0;0;0;0;0;0
12614;2015;37;0;0;0;0;0;0;1;48;52;15;37
12618;2015;4;16;18;14;2;10;23;18;27;116;0;0
12619;2015;19;22;23;46;1;8;16;10;12;19;13;18
12620;2015;22;23;38;20;0;0;0;3;18;28;32;37
12622;2015;62;38;57;49;223;91;61;45;2;0;0;0
12626;2015;1,432;18,304;30,054;21,36;29,17;21,58;27,536;11,448;27,136;22,863;21,323;62,356
12628;2015;0;0;1;19;35;17;16;18;13;23;33;15
12633;2015;3;1;3;5;7;3;1;1;6;5;3;0
12635;2015;1;0;0;0;0;0;0;0;0;0;0;0
12637;2015;3;12;12;18;22;11;15;22;11;17;19;16
12638;2015;0;0;0;0;0;2;13;8;9;13;5;0
12639;2015;10;0;0;0;0;0;0;0;0;0;0;0
12654;2015;0;0;0;0;0;3;9;2;3;4;6;9
12656;2015;29;49;29;38;44;42;33;28;75;34;4;18
12661;2015;106;86;161;145;179;126;81;107;64;213;100;50
12662;2015;86;79;868;0;0;25;215;57;166;85;183;332
12663;2015;36;43;55;38;0;0;80;38;0;48;65;72
12664;2015;0;0;0;0;0;0;93;15;5;54;72;25
12665;2015;9;7;4;3;12;21;23;11;15;7;8;1
12666;2015;42;11;6;0;0;0;240;76;117;147;138;54
12673;2015;21;0;1;0;0;2;13;11;15;9;18;14
12674;2015;0;0;5;8;8;6;8;0;2;5;1;1
12675;2015;0;0;0;0;0;0;0;0;0;0;1;9
12679;2015;18;0;0;0;0;0;0;0;8;105;98;90
12683;2015;6;7;8;13;7;13;11;4;0;0;0;0
12684;2015;8;6;6;9;8;2;12;14;13;7;4;0
12685;2015;7;2;0;0;4;8;1;6;9;9;6;12
12689;2015;14;0;4;7;9;9;5;10;15;9;12;17
12690;2015;15;13;14;17;8;9;7;5;9;6;11;9
12691;2015;9;2;9;3;8;8;11;14;5;9;7;9
12693;2015;0;0;0;0;0;1;8;9;8;12;12;31
12697;2015;13;8;9;9;10;3;1;13;11;9;12;7
12698;2015;0;2;2;8;5;2;2;2;0;1;1;2
12701;2015;7;10;9;11;16;13;20;9;7;18;13;24
12702;2015;0;0;0;0;0;100;55;41;53;66;125;97
12710;2015;0;0;0;304;107;0;0;0;0;0;0;0
12711;2015;59;41;42;34;24;14;0;0;0;0;0;0
12724;2015;0;0;0;0;0;0;0;2;26;32;23;0
12725;2015;0;0;3,23;27,585;3,52;0;0;0;0;0;0;0
12728;2015;0;0;0;2;2;3;0;0;0;6;27;8
12729;2015;25;29;33;49;52;44;62;51;24;0;0;0
12733;2015;0;4;2;1;0;0;5;0;0;0;0;1
12742;2015;4;4;5;3;0;0;1;8;1;1;2;5
12746;2015;43;71;66;65;38;53;63;61;163;127;45;169
12748;2015;0;0;0;0;14;13;10;16;9;16;7;17
12755;2015;0;0;0;0;0;0;0;0;0;1;2;7
12758;2015;33;23;38;34;23;2;18;10;11;23;16;9
12763;2015;10;14;11;11;8;4;4;4;11;8;0;4
12765;2015;0;0;3;4;10;1;7;3;14;5;10;30
12769;2015;647;597;583;0;0;0;928;252;0;0;0;0
12770;2015;501;414;763;431;0;0;590;0;0;0;0;0
12775;2015;25;10;3;0;0;0;4;2;8;7;26;4
12776;2015;0;0;0;0;0;0;3;12;5;5;15;6
12783;2015;8;113;5;6;0;6;3;4;4;2;3;10
12785;2015;4;6;7;5;3;2;39;20;45;38;17;57
12787;2015;89;52;50;164;151;145;99;0;0;5;47;134
12791;2015;16;26;27;29;37;5;0;0;15;24;34;7
12793;2015;307;828;194;89;185;266;258;278;382;502;272;528
12795;2015;0;0;0;0;40;0;0;0;54;109;34;83
12799;2015;21;119;27;28;187;43;73;24;0;0;4;43
12800;2015;20;121;15;18;22;12;28;43;26;35;31;24
12801;2015;23;135;20;16;28;38;40;47;38;5;3;14
12802;2015;48;146;65;45;58;53;44;17;0;0;6;85
12803;2015;0;0;0;0;0;0;10;3;2;4;2;3
12805;2015;0;0;0;0;0;12;54;15;34;16;12;45
12806;2015;0;0;0;0;0;22;41;35;37;30;30;43
12807;2015;0;0;0;0;0;0;24;13;17;19;20;30
12808;2015;0;0;0;0;0;2;50;29;28;34;22;19
12809;2015;0;0;0;0;0;0;2;5;7;7;18;18
12814;2015;1;10;0;8;2;0;5;3;46;0;0;0
12815;2015;8;2;1;0;0;0;0;1;3;7;8;20
12824;2015;0;0;0;3;0;13;21;2;0;-6;4;0
12825;2015;0;0;30;48;78;30;25;31;3;7;4;30
12826;2015;41;27;12;0;0;0;35;49;4;12;17;31
12827;2015;6;14;9;9;9;0;0;0;0;3;5;2
12837;2015;0;0;0;3;17;25;2;0;0;0;0;0
12849;2015;101;75;76;252;59;53;78;50;23;27;72;21
12850;2015;96;101;96;288;95;99;33;3;22;54;114;40
12851;2015;116;29;12;321;17;31;13;11;7;14;19;22
12852;2015;90;49;7;173;131;55;68;19;17;28;93;53
12853;2015;12;98;9;4;22;84;0;0;0;0;0;0
12855;2015;62;26;25;10;13;30;36;207;0;0;0;0
12856;2015;20;12;16;7;16;9;34;14;71;0;0;0
12857;2015;26;14;61;13;26;48;7;14;21;28;2;4
12858;2015;15;8;6;6;17;8;2;7;6;3;4;5
12859;2015;8;8;11;5;15;7;0;10;10;7;25;10
12860;2015;37;32;40;27;60;41;113;64;295;0;0;0
12862;2015;52;61;146;130;180;224;65;114;60;0;0;0
12867;2015;1;1;0;0;0;0;0;0;0;0;0;0
12878;2015;20;14;128;0;31;14;29;35;15;0;0;0
12879;2015;129;86;301;108;74;46;150;169;118;76;85;300
12881;2015;73;68;59;135;252;105;67;33;167;114;106;321
12882;2015;198;116;94;132;142;110;97;42;59;81;90;24
12883;2015;0;0;98;25;75;119;31;28;36;102;23;33
12884;2015;0;0;100;31;76;129;35;55;81;156;36;57
12887;2015;14;5;17;19;32;24;32;25;34;28;16;35
12888;2015;15;8;27;16;9;18;12;12;18;7;15;15
12889;2015;2;3;8;9;9;10;6;8;9;3;11;15
12890;2015;84;86;149;46;34;49;483;0;44;30;50;32
12894;2015;18;27;14;19;13;34;30;58;26;41;197;0
12895;2015;0;0;0;0;0;1;46;13;13;49;29;78
12897;2015;0;6;4;7;17;9;9;13;21;19;15;0
12898;2015;0;0;0;0;0;0;2;8;1;11;22;4
12899;2015;0;3;8;13;27;32;13;0;22;31;3;0
12900;2015;0;132;97;25;34;12;13;19;22;30;24;52
12901;2015;0;14;19;22;31;0;0;0;13;7;10;23
12902;2015;0;12;35;17;34;14;6;6;7;5;14;3
12903;2015;67;94;84;144;113;93;129;83;175;222;165;336
12904;2015;0;23;21;11;30;35;24;0;0;0;0;0
12912;2015;2;0;0;0;0;0;2;0;1;0;0;7
12914;2015;1;4;9;16;7;5;9;3;4;9;14;22
12918;2015;127;22;7;7;10;2;31;30;15;25;180;139
12920;2015;149;45;15;7;20;11;50;56;5;23;155;133
12922;2015;170;56;9;14;16;5;35;24;22;49;188;155
12924;2015;5;3;3;1;0;0;4;0;0;2;0;0
12926;2015;3;5;3;7;21;8;28;22;17;2;3;0
12928;2015;124;35;7;9;18;20;17;25;34;14;15;12
12930;2015;2;5;2;6;0;0;0;0;0;0;0;0
12931;2015;1;4;0;3;0;0;0;0;0;0;0;0
12932;2015;15;0;0;0;0;0;0;0;0;50;30;51
12936;2015;88;31;109;43;78;46;82;14;33;102;22;28
12938;2015;5;3;5;0;0;3;1;3;1;3;0;0
12940;2015;56;26;32;0;0;0;0;0;0;0;0;0
12944;2015;0;0;1;0;1;1;2;1;4;7;40;1
12946;2015;2;3;2;1;0;0;0;0;1;0;1;1
12948;2015;13;0;0;0;0;0;0;0;0;0;0;0
12962;2015;0;0;0;1;5;2;1;2;0;4;4;3
12964;2015;0;0;3;0;0;1;0;0;0;0;1;3
12974;2015;1;1;0;1;0;0;0;0;0;0;0;0
12978;2015;0;0;0;1;1;0;0;5;1;0;0;0
12980;2015;0;0;0;1;6;0;4;4;2;4;1;8
12982;2015;0;0;1;0;4;0;0;0;0;0;0;0
12984;2015;0;0;0;1;2;1;1;0;3;3;3;6
12986;2015;0;0;0;2;0;1;4;1;3;2;0;3
12988;2015;0;0;0;1;1;1;2;0;0;0;0;0
12990;2015;0;0;1;1;2;3;0;7;0;3;1;13
12996;2015;5;0;0;0;0;0;2;16;12;18;0;0
13;2015;2;54;776;533;460;306;259;313;334;295;293;162
13009;2015;2;3;0;0;0;0;0;1;0;0;1;0
13018;2015;0;6;14;5;6;2;9;4;1;4;0;2
13025;2015;1;3;0;13;10;1;4;11;0;0;7;18
13027;2015;143;137;125;85;120;37;79;40;90;54;33;20
13029;2015;24;43;59;61;31;68;73;21;27;52;12;12
13030;2015;93;33;0;0;0;15;397;0;0;177;44;16
13031;2015;13;16;19;27;2;11;6;15;94;0;0;0
13032;2015;45;34;8;0;0;15;2;18;50;77;32;49
13034;2015;0;0;17;28;67;44;56;12;0;0;0;7
13035;2015;26;19;21;18;36;18;43;53;23;14;19;9
13036;2015;0;0;7;18;14;14;18;17;26;90;44;33
13037;2015;0;0;10;15;42;45;46;58;39;34;26;38
13038;2015;0;0;5;7;10;16;8;14;0;29;27;19
13041;2015;0;0;0;0;0;0;3;27;77;22;10;22
13042;2015;0;0;0;0;0;1;33;17;30;41;26;14
13048;2015;0;0;0;8;20;6;94;16;15;22;23;0
13049;2015;0;0;0;15;14;4;26;36;11;29;22;0
13050;2015;0;0;0;9;1;8;25;10;0;0;0;0
13051;2015;15;5;17;5;24;8;16;8;40;36;28;35
13053;2015;3;0;4;2;5;0;15;0;0;0;0;0
13055;2015;8;10;6;4;5;6;21;1;8;4;24;69
13056;2015;0;0;0;0;0;0;0;0;0;414;113;0
13057;2015;5;3;10;4;8;2;10;3;13;7;9;1
13059;2015;5;1;0;0;0;0;0;0;0;0;0;0
13061;2015;5;7;4;8;7;2;5;4;2;0;1;3
13063;2015;13;5;0;0;0;0;6;0;0;0;0;0
13065;2015;2,205;0;3,7;26,721;51,04;12,745;6,385;0;0;0;0;0
13066;2015;1;0;5;0;3;1;3;3;3;6;4;12
13068;2015;7;4;3;1;0;0;0;0;6;9;12;16
13070;2015;0;6;14;16;5;11;23;11;12;14;70;29
13072;2015;12;3;0;0;0;0;0;0;0;0;0;0
13074;2015;0;3;12;4;8;10;7;10;7;7;69;3
13076;2015;1;0;2;1;0;0;0;1;0;0;3;3
13078;2015;0;1;29;0;0;0;0;0;0;0;0;0
13083;2015;0;17;15;0;0;0;12;10;26;32;34;13
13084;2015;0;8;12;2;8;0;0;0;0;0;0;0
13085;2015;1;0;0;2;9;0;4;29;1;5;3;5
13087;2015;4;7;6;2;5;32;52;99;14;14;9;9
13089;2015;11;2;3;3;7;9;2;1;0;4;1;2
13091;2015;0;1;6;15;20;16;3;3;14;26;35;50
13093;2015;6;15;17;2;38;7;31;8;21;20;24;26
13095;2015;35;47;34;41;33;28;26;39;32;45;70;25
13097;2015;2;0;5;2;151;0;0;0;0;0;0;0
13099;2015;0;1;0;1;33;0;1;1;5;3;4;12
13101;2015;0;1;61;50;29;38;45;40;25;347;29;192
13103;2015;36;0;0;0;0;0;0;22;97;52;19;0
13105;2015;12;7;0;0;0;0;0;0;0;0;0;0
13107;2015;3;3;7;6;1;0;0;2;2;5;7;4
13109;2015;677;187;137;504;177;1171;325;392;616;578;582;1182
13111;2015;12;14;10;106;40;13;12;7;19;6;17;0
13113;2015;107;66;72;39;33;0;0;0;0;0;0;0
13115;2015;0;0;1;1;1;0;1;0;1;1;1;4
13117;2015;15;6;3;8;6;8;6;7;12;6;6;15
13119;2015;13;5;0;4;6;5;12;127;0;0;0;0
