sku;Ano;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
18089;2019;1;6;2;4;2;7;0;15;0;0;0;0
18089;2018;8;8;11;43;75;0;0;7;8;6;14;10
18089;2017;37;38;43;21;11;0;11;18;14;17;14;15
18089;2016;0;0;0;0;0;3;8;16;26;26;19;43
18090;2016;0;0;0;0;0;0;5;2;7;11;7;20
18090;2017;8;0;6;26;10;3;3;6;3;3;0;7
18090;2018;3;2;7;5;14;5;10;7;8;0;0;2
18090;2019;4;2;8;3;5;2;4;2;5;3;4;2
18091;2019;0;0;0;0;0;0;3;4;5;0;0;0
18091;2018;0;0;2;1;7;2;4;1;5;6;0;0
18091;2017;1;7;4;9;9;5;6;4;0;0;0;0
18091;2016;0;0;0;0;0;0;7;9;11;12;10;3
18092;2016;0;0;0;0;0;0;2;0;8;7;3;5
18092;2017;3;4;21;12;3;3;2;5;2;1;2;0
18092;2018;0;0;3;2;0;2;7;16;0;0;0;1
18092;2019;4;0;5;4;4;2;2;14;0;0;0;0
18093;2019;0;0;0;0;0;1;4;1;5;3;2;3
18093;2018;0;2;3;1;2;0;0;0;3;0;0;0
18093;2017;1;0;0;0;0;0;0;1;1;3;0;1
18093;2016;0;0;0;0;0;0;0;3;0;0;0;0
18094;2016;0;0;0;0;0;0;0;39;91;14;29;193
18094;2017;88;92;48;83;51;37;70;60;35;38;17;87
18094;2018;30;29;81;42;61;69;42;34;40;165;51;72
18094;2019;87;35;45;44;46;34;20;0;0;0;0;0
18095;2019;2;7;4;1;2;9;0;0;0;0;0;0
18095;2018;2;2;0;13;6;1;2;3;4;7;2;1
18095;2017;7;33;7;19;12;8;5;3;0;0;8;2
18095;2016;0;0;0;0;0;0;6;17;9;2;6;48
18096;2016;0;0;0;0;0;0;1;12;5;2;10;105
18096;2017;11;8;122;86;0;9;56;38;41;30;26;50
18096;2018;12;20;33;27;10;18;19;19;30;262;33;27
18096;2019;45;41;36;0;0;0;0;0;0;0;0;0
18097;2019;0;1;0;0;0;0;0;2;7;2;29;22
18097;2018;11;15;21;12;12;4;12;28;5;8;6;114
18097;2017;3;0;1;29;186;12;22;2;6;0;4;6
18097;2016;0;0;0;0;0;0;0;2;0;3;20;13
18098;2016;0;0;0;0;0;0;0;0;0;6;1;8
18098;2017;7;4;7;0;2;0;3;2;6;6;20;41
18098;2018;6;0;0;0;0;0;0;0;12;14;22;0
18098;2019;0;0;0;2;13;12;1;2;32;41;4;1
18099;2016;0;0;0;0;0;0;0;8;2;3;3;20
18100;2016;0;0;0;0;0;0;0;0;0;0;6;5
18100;2017;4;3;0;0;0;0;0;0;0;0;0;0
18101;2017;2;1;1;0;2;0;0;2;1;1;1;0
18101;2016;0;0;0;0;0;0;0;0;3;3;0;2
18102;2016;0;0;0;0;0;30;8;5;5;2;13;2
18102;2017;14;8;4;0;11;5;0;3;4;3;2;1
18102;2018;8;0;0;0;0;0;0;0;0;0;0;0
18103;2018;12;10;19;8;9;3;0;0;14;43;23;22
18103;2017;16;5;0;18;21;11;22;30;8;14;0;7
18103;2016;0;0;0;0;0;38;31;7;19;12;32;0
18103;2019;12;10;9;3;7;0;0;0;0;0;0;0
18104;2019;9;2;0;0;0;0;0;0;0;0;0;0
18104;2016;0;0;0;0;0;28;16;15;13;8;0;0
18104;2017;0;0;0;9;14;0;13;13;12;7;2;2
18104;2018;18;1;11;3;1;9;0;0;4;6;4;0
18105;2018;34;95;60;1;0;2;0;0;0;21;17;8
18105;2017;10;11;5;1;0;2;4;0;0;0;0;0
18105;2016;0;0;0;0;0;0;0;8;18;19;8;14
18105;2019;7;17;17;4;2;2;1;0;4;11;16;0
18106;2019;0;0;0;0;0;0;0;0;1;2;1;9
18106;2016;0;0;0;0;0;0;0;3;1;2;0;4
18106;2017;1;3;1;0;0;2;0;0;0;0;12;0
18106;2018;1;0;0;1;1;37;2;2;5;4;0;0
18107;2018;4;3;6;6;2;63;4;2;2;4;1;0
18107;2017;2;2;5;2;4;4;3;3;2;11;1;16
18107;2016;0;0;0;0;0;0;1;5;5;2;9;9
18107;2019;1;4;1;0;1;4;1;5;4;23;0;0
18108;2019;0;0;0;0;0;0;0;2;0;28;0;0
18108;2016;0;0;0;0;0;0;0;0;1;0;1;4
18108;2017;1;5;1;4;4;2;2;3;5;0;2;4
18108;2018;0;3;4;2;3;128;0;0;0;0;0;0
18109;2017;3;3;42;0;0;0;0;0;0;0;0;0
18109;2016;0;0;0;0;0;0;1;3;2;3;3;0
18110;2016;0;0;0;0;0;0;6;52;18;10;30;0
18110;2017;0;0;0;0;0;0;3;75;8;0;0;0
18110;2018;0;0;0;0;0;0;0;0;0;2;0;3
18110;2019;3;6;3;2;8;8;3;3;0;0;0;6
18111;2019;1;2;2;0;13;74;35;8;7;1;0;0
18111;2018;51;148;75;0;0;0;0;0;0;3;1;0
18111;2017;16;57;0;1;1;0;5;2;6;0;1;161
18111;2016;0;0;0;0;0;0;6;19;6;14;53;15
18112;2016;0;0;0;0;0;0;0;3;2;1;64;228
18113;2016;0;0;0;0;0;0;0;7;12;15;15;1
18114;2016;0;0;0;0;0;0;0;4;8;7;3;3
18115;2016;0;0;0;0;0;0;0;4;2;5;39;249
18116;2016;0;0;0;0;0;0;0;3;3;4;58;51
18117;2016;0;0;0;0;0;0;1;0;0;0;0;0
18117;2017;0;1;2;1;0;1;2;0;0;0;0;1
18117;2018;0;0;0;0;0;1;0;0;1;0;0;0
18118;2018;0;0;2;0;2;2;0;0;0;2;2;13
18118;2017;10;20;3;0;0;0;0;0;0;0;0;14
18118;2016;0;0;0;0;0;0;1;0;10;2;0;8
18118;2019;2;1;1;0;1;0;0;0;0;16;11;12
18119;2019;1;1;2;1;2;1;7;0;2;1;3;0
18119;2016;0;0;0;0;0;0;1;1;5;4;1;2
18119;2017;2;3;4;4;3;4;7;1;2;2;3;6
18119;2018;0;1;4;4;3;0;7;1;1;0;1;3
18120;2018;3;2;0;3;0;0;13;6;2;1;15;16
18120;2017;12;14;14;19;20;4;6;7;10;7;1;0
18120;2016;0;0;0;0;0;0;0;9;8;8;6;7
18120;2019;14;10;3;2;0;7;2;4;6;3;1;1
18121;2019;0;3;1;0;0;0;0;0;0;0;0;0
18121;2016;0;0;0;0;0;0;0;0;1;0;2;27
18121;2017;0;0;1;1;1;2;0;2;0;6;1;25
18121;2018;6;2;0;6;1;7;5;0;0;1;0;4
18122;2018;2;1;2;26;7;1;1;2;2;6;2;9
18122;2017;0;0;1;1;2;1;4;1;1;4;0;5
18122;2016;0;0;0;0;0;0;0;2;2;0;0;5
18122;2019;2;1;3;1;3;0;1;1;0;4;0;3
18123;2019;32;14;21;6;4;12;6;6;4;2;77;59
18123;2016;0;0;0;0;0;0;0;6;61;57;66;124
18123;2017;10;0;0;0;0;0;9;8;6;25;26;8
18123;2018;0;114;74;8;6;4;19;11;4;7;3;91
18124;2017;0;0;2;0;0;0;0;0;0;0;0;0
18124;2016;0;0;0;0;0;0;0;0;0;1;1;2
18125;2016;0;0;0;0;0;0;0;1;1;9;3;0
18125;2017;2;1;1;0;0;0;0;0;0;0;0;0
18126;2017;2;0;0;0;0;0;0;0;0;0;0;0
18126;2016;0;0;0;0;0;0;0;0;0;6;3;1
18127;2016;0;0;0;0;0;0;0;0;0;1;1;1
18127;2017;2;1;0;2;0;2;1;0;4;4;3;2
18127;2018;3;1;1;2;3;1;2;4;1;1;1;2
18127;2019;2;4;4;2;1;0;0;0;0;0;0;0
18128;2019;1;1;1;0;1;2;1;2;2;1;1;1
18128;2018;2;1;0;0;2;1;2;0;0;3;1;0
18128;2017;0;0;0;1;0;1;2;2;4;0;1;1
18128;2016;0;0;0;0;0;0;0;0;0;1;0;0
18129;2016;0;0;0;0;0;0;0;0;0;1;0;0
18129;2017;0;0;0;0;4;1;1;0;3;0;0;0
18129;2018;0;0;1;3;1;3;0;0;0;1;1;0
18129;2019;2;3;1;1;0;0;2;0;1;0;0;0
18130;2019;3;0;1;2;2;3;4;5;4;1;0;0
18130;2018;0;2;2;2;2;1;0;3;2;0;0;2
18130;2017;1;1;1;3;4;3;3;4;2;4;2;1
18131;2017;2;1;0;5;8;6;5;1;1;0;0;0
18131;2016;0;0;0;0;0;0;0;0;0;1;0;0
18131;2018;1;0;0;0;1;0;5;1;0;1;2;0
18131;2019;2;4;1;3;0;3;5;6;5;5;5;4
18132;2019;0;0;0;0;1;2;0;0;1;0;0;0
18132;2018;2;0;0;0;0;0;1;2;1;0;0;1
18132;2016;0;0;0;0;0;0;0;0;0;0;3;0
18132;2017;1;2;3;0;1;0;0;0;1;0;2;1
18133;2017;3;4;0;1;1;1;1;2;1;1;2;1
18133;2016;0;0;0;0;0;0;0;0;0;2;1;2
18133;2018;1;1;1;0;0;0;1;0;0;0;3;1
18133;2019;5;1;1;1;2;0;0;0;2;0;2;1
18134;2019;1;2;1;1;1;0;2;3;0;2;0;0
18134;2018;0;2;2;1;0;4;0;1;2;1;1;2
18134;2016;0;0;0;0;0;0;0;0;0;2;2;2
18134;2017;1;1;2;0;0;2;2;1;3;0;2;1
18135;2017;3;4;5;0;0;2;2;0;3;4;2;3
18135;2016;0;0;0;0;0;0;0;0;0;1;3;2
18135;2018;3;0;0;1;1;2;0;0;2;3;2;1
18135;2019;0;0;1;1;2;2;1;0;9;1;2;2
18136;2019;5;0;0;3;0;2;1;0;1;2;1;0
18136;2018;3;1;1;0;0;1;2;1;1;0;2;0
18136;2016;0;0;0;0;0;0;0;0;0;2;2;5
18136;2017;9;5;3;4;3;2;3;3;2;5;1;1
18137;2017;5;9;5;8;5;3;3;6;1;2;1;2
18137;2016;0;0;0;0;0;0;0;0;0;8;6;7
18137;2018;3;4;4;3;1;6;0;3;2;3;2;4
18137;2019;3;4;3;3;2;4;2;2;0;1;0;2
18138;2019;4;2;3;0;1;3;0;4;4;2;4;6
18138;2018;4;4;3;4;3;9;3;5;11;2;2;5
18138;2016;0;0;0;0;0;0;0;0;0;11;10;5
18138;2017;16;9;9;19;5;3;6;2;6;7;7;4
18139;2017;25;19;14;29;15;6;8;9;11;7;6;11
18139;2016;0;0;0;0;0;0;0;0;0;9;15;11
18139;2018;8;5;5;3;4;7;4;1;2;4;6;8
18139;2019;3;4;5;2;0;1;2;3;3;4;1;1
18140;2019;3;2;2;1;3;4;2;4;0;5;2;4
18140;2018;4;1;4;8;3;2;2;2;4;4;6;1
18140;2016;0;0;0;0;0;0;0;0;0;9;10;5
18140;2017;9;9;9;27;18;12;7;8;5;8;9;4
18141;2017;14;12;20;7;0;0;0;5;5;5;3;1
18141;2016;0;0;0;0;0;0;0;0;0;13;14;4
18141;2018;6;4;8;3;0;1;1;1;5;3;7;6
18141;2019;1;5;3;2;3;5;4;4;5;3;10;6
18142;2019;1;5;1;3;4;4;2;4;3;0;3;2
18142;2018;2;3;3;1;2;2;3;5;3;2;0;3
18142;2016;0;0;0;0;0;0;0;0;0;10;9;8
18142;2017;6;8;15;22;6;0;0;11;9;4;0;0
18143;2017;4;5;6;13;4;6;7;4;2;3;1;2
18143;2016;0;0;0;0;0;0;0;0;0;2;3;4
18143;2018;1;1;2;0;1;2;0;0;0;2;1;0
18143;2019;1;0;1;0;3;5;0;2;3;2;4;0
18144;2019;4;8;1;7;4;3;3;1;9;5;5;5
18144;2018;7;4;3;7;2;4;0;0;5;2;3;1
18144;2016;0;0;0;0;0;0;0;0;0;16;7;7
18144;2017;4;7;6;18;13;6;0;5;3;7;6;3
18145;2017;11;13;14;21;12;1;0;13;5;12;0;0
18145;2016;0;0;0;0;0;0;0;0;0;8;7;3
18145;2018;14;3;8;7;4;1;3;2;3;5;6;3
18145;2019;1;3;2;3;2;3;4;3;4;3;5;4
18146;2019;1;1;1;1;5;1;5;5;3;0;2;0
18146;2018;6;4;3;3;1;3;1;4;3;1;1;0
18146;2016;0;0;0;0;0;0;0;0;0;5;5;7
18146;2017;5;7;5;8;2;6;10;10;10;3;4;3
18147;2017;2;7;11;16;12;13;8;0;0;0;0;0
18147;2016;0;0;0;0;0;0;0;0;0;13;5;3
18147;2018;3;3;0;3;3;1;1;2;1;0;2;2
18147;2019;2;6;3;4;2;5;4;2;4;2;4;2
18148;2019;2;3;2;3;2;4;7;4;4;0;2;4
18148;2018;9;10;3;4;2;5;4;5;2;3;7;5
18148;2016;0;0;0;0;0;0;0;0;0;14;11;4
18148;2017;15;4;10;14;13;5;0;0;0;0;0;0
18149;2017;0;0;1;1;1;1;3;1;3;2;0;0
18149;2018;0;1;1;2;3;1;0;0;2;1;0;0
18149;2019;1;0;1;0;0;5;2;1;1;1;0;0
18150;2019;0;0;0;0;0;0;0;0;0;1;1;0
18150;2018;0;1;1;0;2;1;0;0;0;0;0;0
18150;2017;0;0;2;2;0;0;0;0;1;1;1;1
18150;2016;0;0;0;0;0;0;0;0;0;0;0;1
18151;2016;0;0;0;0;0;0;0;0;0;7;0;3
18151;2017;1;3;0;1;1;2;2;2;1;5;1;1
18151;2018;1;2;1;2;2;1;2;2;1;1;1;1
18151;2019;1;1;2;0;0;0;1;1;0;0;1;1
18152;2019;4;9;5;9;0;0;0;0;0;0;0;0
18152;2018;6;5;0;6;1;0;4;4;3;13;5;2
18152;2017;8;0;0;6;2;2;0;12;3;3;3;2
18152;2016;0;0;0;0;0;0;0;0;0;1;0;1
18153;2016;0;0;0;0;0;0;0;0;0;2;1;0
18153;2017;0;0;0;0;1;0;1;0;1;0;0;0
18153;2018;0;0;0;0;0;0;0;0;0;1;0;1
18153;2019;0;0;0;0;0;0;0;0;0;1;0;0
18154;2019;1;1;3;1;3;2;1;2;1;3;1;3
18154;2018;3;4;2;5;2;2;0;2;0;2;0;1
18154;2017;0;1;1;0;0;0;1;5;2;2;3;1
18155;2017;7;7;12;6;9;7;1;0;0;0;0;0
18155;2016;0;0;0;0;0;0;0;0;0;3;4;3
18156;2016;0;0;0;0;0;0;0;0;0;15;3;7
18156;2017;7;8;17;11;9;3;3;2;6;7;1;1
18156;2018;5;8;0;4;3;5;1;1;1;6;1;4
18156;2019;1;4;4;0;4;1;6;0;3;1;0;2
18157;2019;9;5;3;3;5;1;9;9;6;4;7;1
18157;2018;1;4;0;3;4;1;13;6;10;-4;4;30
18157;2017;3;0;5;4;8;8;4;5;3;6;0;2
18157;2016;0;0;0;0;0;0;0;0;0;2;5;0
18158;2017;1;0;2;1;0;1;2;0;0;5;0;1
18158;2018;0;0;1;0;0;0;0;2;1;5;1;1
18158;2019;0;0;0;0;2;0;0;0;0;0;0;0
18159;2019;1;2;0;1;1;3;1;0;4;5;0;1
18159;2018;3;0;2;0;0;1;7;1;1;2;0;0
18159;2017;2;1;6;3;0;1;2;1;2;5;2;2
18159;2016;0;0;0;0;0;0;0;0;0;9;1;1
18160;2016;0;0;0;0;0;0;0;0;0;9;3;9
18160;2017;9;3;10;7;8;7;3;8;9;6;14;2
18160;2018;2;9;3;18;4;4;8;3;9;-3;2;9
18160;2019;3;12;3;4;3;1;0;1;3;2;1;1
18161;2019;0;1;0;1;1;2;1;1;3;2;1;2
18161;2018;2;1;2;0;1;0;2;0;2;0;3;2
18161;2017;2;0;0;2;2;4;0;5;1;3;1;1
18161;2016;0;0;0;0;0;0;0;0;0;3;3;2
18162;2016;0;0;0;0;0;0;0;0;0;4;4;8
18162;2017;3;2;5;8;3;2;4;3;3;1;0;4
18162;2018;4;1;0;0;1;0;4;0;6;6;5;13
18162;2019;11;4;5;3;1;1;3;1;1;4;1;4
18163;2019;0;1;23;22;27;18;2;14;2;0;0;0
18163;2018;5;4;3;2;14;4;4;4;26;9;0;0
18163;2017;0;0;0;1;4;6;5;11;6;5;2;8
18164;2017;12;28;39;16;4;22;8;13;20;40;28;8
18164;2016;0;0;0;0;0;0;0;0;0;6;30;24
18164;2018;14;12;7;10;7;8;5;9;27;17;13;5
18164;2019;19;7;11;11;6;16;17;9;25;15;5;15
18165;2019;0;1;3;2;2;5;1;3;14;2;0;3
18165;2018;6;2;4;8;1;0;16;0;5;0;3;1
18165;2016;0;0;0;0;0;0;0;0;0;13;9;36
18165;2017;8;3;14;7;22;5;6;3;17;8;2;1
18166;2017;0;0;12;1;0;3;2;86;0;0;0;0
18166;2016;0;0;0;0;0;0;0;0;0;6;0;2
18166;2018;0;0;0;4;0;0;0;1;3;16;0;5
18166;2019;0;14;1;0;0;0;12;0;2;1;0;0
18167;2019;13;6;8;4;7;20;7;11;11;10;6;13
18167;2018;0;0;0;0;11;4;11;4;11;12;10;4
18167;2016;0;0;0;0;0;0;0;0;0;14;12;10
18167;2017;14;16;25;21;8;0;0;0;0;0;0;0
18168;2017;8;9;14;12;6;9;5;8;12;0;0;0
18168;2016;0;0;0;0;0;0;0;0;0;18;7;12
18168;2018;0;0;0;4;11;3;7;9;18;3;6;14
18168;2019;10;3;6;1;0;1;7;3;9;0;4;0
18169;2019;0;5;1;1;4;3;0;2;2;4;1;3
18169;2018;6;5;7;8;4;2;4;4;4;3;3;1
18169;2016;0;0;0;0;0;0;0;0;0;3;3;0
18169;2017;0;7;4;3;3;3;5;2;1;0;1;0
18170;2017;6;5;3;5;6;2;6;5;4;10;0;4
18170;2016;0;0;0;0;0;0;0;0;0;11;9;7
18170;2018;4;2;3;4;5;1;0;2;3;0;1;3
18170;2019;2;3;5;3;3;3;2;1;1;3;1;4
18171;2019;3;5;7;2;2;5;4;3;1;1;2;2
18171;2018;3;3;7;5;1;4;3;6;4;1;3;5
18171;2016;0;0;0;0;0;0;0;0;0;16;11;7
18171;2017;12;6;5;3;0;0;0;5;9;7;0;2
18172;2017;7;4;6;18;14;13;17;10;10;10;9;9
18172;2016;0;0;0;0;0;0;0;0;0;0;0;8
18172;2018;10;11;20;10;11;13;8;7;9;4;0;0
18173;2018;14;11;21;18;14;1;3;18;18;13;0;8
18173;2016;0;0;0;0;0;0;0;0;0;10;4;3
18173;2017;2;3;2;0;0;0;2;8;14;15;6;21
18173;2019;0;7;7;7;24;10;5;11;5;3;1;5
18174;2019;4;2;2;9;13;7;5;4;7;0;0;0
18174;2017;0;0;1;0;0;6;6;3;0;1;0;0
18174;2018;3;5;2;4;2;4;2;3;3;0;4;3
18175;2018;2;0;0;0;0;0;0;0;0;0;0;0
18175;2017;0;1;1;0;0;0;8;9;0;1;0;0
18175;2016;0;0;0;0;0;0;0;0;0;1;0;0
18175;2019;0;0;2;7;8;6;5;4;3;0;0;0
18176;2019;3;6;1;0;0;1;7;4;0;0;0;0
18176;2016;0;0;0;0;0;0;0;0;0;1;1;0
18176;2017;0;0;0;0;9;1;0;0;0;0;2;0
18176;2018;0;0;6;5;5;1;2;3;1;9;7;8
18177;2018;8;5;0;2;0;8;5;8;12;5;1;4
18177;2017;1;9;8;8;7;3;1;2;3;0;8;1
18177;2016;0;0;0;0;0;0;0;0;0;7;10;6
18177;2019;8;2;4;1;2;1;1;7;1;3;4;0
18178;2019;0;2;2;1;2;6;2;0;0;2;2;1
18178;2016;0;0;0;0;0;0;0;0;0;4;2;0
18178;2017;0;2;1;0;2;2;1;0;2;1;0;0
18178;2018;1;0;0;1;2;1;3;8;3;4;3;1
18179;2018;2;0;3;0;1;1;2;3;0;2;2;0
18179;2017;7;7;4;17;2;2;3;1;2;4;1;5
18179;2016;0;0;0;0;0;0;0;0;0;7;9;4
18179;2019;1;0;0;0;0;0;3;3;2;2;2;2
18180;2019;1;0;0;0;0;0;0;0;1;2;0;1
18180;2017;0;0;0;0;0;0;0;1;2;0;0;0
18181;2017;0;0;0;4;0;4;0;1;0;0;0;0
18181;2016;0;0;0;0;0;0;0;0;0;0;2;0
18181;2018;1;2;0;1;5;1;0;3;0;0;2;0
18181;2019;0;0;2;0;0;3;0;0;1;1;0;1
18182;2019;0;2;2;0;0;2;0;1;1;3;0;0
18182;2018;0;1;1;0;2;3;1;2;2;0;0;2
18182;2017;0;0;0;0;0;0;1;1;0;0;0;0
18183;2017;0;0;0;0;0;2;2;1;0;0;0;0
18183;2016;0;0;0;0;0;0;0;0;0;0;1;0
18183;2018;0;1;1;5;3;0;1;1;1;2;0;1
18183;2019;0;1;0;1;4;0;0;0;0;0;1;1
18184;2019;4;0;1;0;1;0;0;2;0;1;0;1
18184;2018;0;0;1;7;2;0;0;3;3;2;0;0
18184;2017;0;0;0;0;0;0;0;2;2;0;0;0
18185;2017;0;0;0;0;0;1;3;1;0;0;0;0
18185;2016;0;0;0;0;0;0;0;0;0;0;1;0
18185;2018;0;0;0;1;0;1;0;0;1;0;0;1
18185;2019;0;0;2;1;2;3;0;1;2;0;1;0
18186;2019;0;3;1;2;1;3;0;0;0;0;2;4
18186;2018;0;0;0;3;0;0;2;0;0;0;1;1
18186;2017;0;0;0;0;0;0;1;1;0;0;0;2
18187;2018;0;0;0;1;1;0;0;1;0;0;2;1
18187;2019;0;1;0;0;0;0;0;0;0;2;0;0
18188;2019;1;0;0;0;1;0;0;0;0;0;0;0
18188;2018;0;1;0;0;1;0;0;1;0;0;1;1
18188;2016;0;0;0;0;0;0;0;0;0;2;0;0
18189;2017;0;0;0;0;0;1;0;0;0;0;0;0
18189;2018;0;1;1;5;1;1;0;1;0;1;1;1
18189;2019;0;0;0;0;1;0;2;0;0;0;1;0
18190;2019;0;1;0;1;0;1;0;0;2;3;3;1
18190;2018;0;0;1;0;1;0;1;0;0;0;0;0
18190;2017;0;0;3;2;1;0;0;1;0;0;1;0
18190;2016;0;0;0;0;0;0;0;0;0;0;2;0
18191;2017;1;0;1;0;2;0;0;0;0;0;0;1
18191;2018;0;0;1;0;0;0;0;0;0;0;0;2
18191;2019;1;1;0;0;0;0;0;0;1;0;0;1
18192;2019;0;2;0;3;1;3;0;0;8;1;2;0
18192;2016;0;0;0;0;0;0;0;0;0;8;9;1
18193;2016;0;0;0;0;0;0;0;0;0;6;3;0
18193;2017;3;5;4;4;0;2;4;2;7;3;6;8
18193;2018;1;0;0;0;0;0;0;0;0;5;2;2
18193;2019;3;1;0;3;3;6;6;2;7;12;0;0
18194;2019;0;1;0;3;0;4;1;1;2;2;1;2
18194;2018;3;19;3;0;6;2;2;4;6;5;0;1
18194;2017;0;5;1;4;4;5;7;3;8;3;2;2
18194;2016;0;0;0;0;0;0;0;0;0;4;4;2
18195;2016;0;0;0;0;0;0;0;0;0;5;7;5
18195;2017;5;3;1;2;8;2;5;5;2;3;3;4
18196;2017;13;11;1;0;0;0;0;0;0;0;0;0
18196;2016;0;0;0;0;0;0;0;0;0;16;6;13
18196;2018;0;0;0;8;10;9;9;13;8;11;5;0
18196;2019;9;11;6;3;8;3;5;5;2;2;4;2
18197;2019;14;27;16;6;3;0;0;14;20;12;18;11
18197;2018;30;20;22;22;17;14;8;13;8;10;31;25
18197;2016;0;0;0;0;0;0;0;0;2;23;7;15
18197;2017;11;15;28;7;11;6;14;23;12;15;16;20
18198;2017;0;0;0;0;10;13;2;6;4;15;7;6
18198;2016;0;0;0;0;0;0;0;0;0;32;8;0
18198;2018;11;1;6;11;1;0;1;2;2;1;1;0
18198;2019;0;0;1;0;0;0;0;0;0;0;0;0
18199;2018;5;0;0;0;0;0;0;0;0;0;0;0
18199;2016;0;0;0;0;0;0;0;0;0;6;20;22
18199;2017;2;4;14;12;16;4;45;8;3;12;46;15
18200;2017;11;18;24;17;16;26;12;34;52;12;8;17
18200;2016;0;0;0;0;0;0;0;0;0;17;34;57
18200;2018;0;0;0;26;24;29;24;28;36;12;38;37
18200;2019;20;16;10;11;10;19;7;2;0;0;0;0
18201;2019;0;0;1;1;1;0;0;0;1;1;0;64
18201;2018;1;1;2;0;4;0;0;5;3;3;1;2
18201;2016;0;0;0;0;0;0;0;0;0;33;42;27
18201;2017;4;5;1;5;5;4;13;22;22;25;4;4
18202;2017;0;0;0;0;0;5;3;0;12;33;8;0
18202;2016;0;0;0;0;0;0;0;0;0;53;14;0
18202;2019;0;0;0;0;1;0;0;0;2;1;0;74
18203;2019;2;0;0;0;0;0;0;0;0;0;0;0
18203;2016;0;0;0;0;0;0;0;0;0;16;13;0
18203;2017;0;3;0;1;0;1;0;0;0;0;1;5
18203;2018;2;0;4;2;0;3;1;4;4;2;0;0
18204;2018;1;0;6;0;0;1;0;2;1;3;0;0
18204;2017;3;2;3;2;9;9;22;4;9;11;1;1
18204;2016;0;0;0;0;0;0;0;0;0;71;61;14
18204;2019;0;1;0;0;0;0;0;0;0;0;0;40
18205;2019;0;0;1;0;0;0;0;0;1;0;0;1
18205;2016;0;0;0;0;0;0;0;0;0;0;2;2
18205;2017;0;1;4;36;28;14;4;1;19;28;2;7
18205;2018;8;3;94;19;19;18;1;3;2;0;2;1
18206;2018;15;22;10;8;0;3;2;0;13;4;0;2
18206;2017;12;13;4;14;31;30;65;38;55;66;22;5
18206;2016;0;0;0;0;0;0;0;0;0;236;189;45
18206;2019;2;1;3;5;0;1;3;0;2;0;0;0
18207;2019;1;0;0;0;0;1;0;0;1;0;0;0
18207;2016;0;0;0;0;0;0;0;0;0;77;59;37
18207;2017;19;4;1;0;2;5;1;1;4;5;3;0
18207;2018;2;3;1;4;2;3;8;4;4;2;0;2
18208;2018;5;0;0;0;0;0;0;1;0;0;0;0
18208;2017;5;6;3;2;4;3;9;7;2;7;0;2
18208;2016;0;0;0;0;0;0;0;0;0;104;68;29
18208;2019;0;0;0;0;0;0;0;1;0;0;0;0
18209;2019;0;0;23;0;0;0;6;18;10;1;3;0
18209;2016;0;0;0;0;0;0;0;0;0;47;24;44
18209;2017;26;4;50;34;49;75;63;28;18;0;0;0
18209;2018;0;4;8;1;0;26;19;64;5;9;0;12
18210;2018;2;0;57;4;7;1;1;0;1;1;0;0
18210;2017;1;0;1;0;0;2;2;2;8;12;2;2
18210;2016;0;0;0;0;0;0;0;0;0;16;38;13
18210;2019;2;0;0;0;0;0;1;0;0;0;0;0
18211;2019;0;6;12;0;12;0;0;10;2;0;4;0
18211;2016;0;0;0;0;0;0;0;0;0;21;10;3
18211;2017;25;14;15;7;121;14;6;0;2;29;12;4
18211;2018;16;6;0;1;6;12;1;23;12;10;0;6
18212;2018;0;0;0;0;0;4;0;0;0;0;0;0
18212;2017;1;0;2;0;0;0;0;0;0;0;4;7
18212;2016;0;0;0;0;0;0;0;0;0;0;4;5
18213;2016;0;0;0;0;0;0;0;3;16;15;14;2
18213;2017;0;0;0;0;0;0;8;10;11;10;7;1
18213;2018;5;3;2;10;18;0;0;4;2;0;7;6
18213;2019;7;5;3;1;0;4;0;5;11;3;1;0
18214;2019;3;0;0;7;24;6;14;13;12;17;16;9
18214;2018;22;12;15;28;26;14;17;19;31;17;32;9
18214;2017;0;100;82;19;18;12;20;22;20;6;13;8
18214;2016;0;0;0;0;0;0;0;18;69;14;0;0
18215;2016;0;0;0;0;0;0;0;25;56;7;0;0
18215;2017;0;0;0;17;21;42;23;18;26;77;0;0
18215;2019;0;0;0;17;15;14;25;0;0;0;0;4
18216;2019;0;0;0;2;5;13;11;7;0;0;0;4
18216;2017;15;8;14;36;91;0;0;3;8;18;12;5
18216;2016;0;0;0;0;0;0;0;4;11;16;25;15
18216;2018;1;7;5;0;0;0;0;0;0;0;0;0
18217;2016;0;0;0;0;0;0;0;5;0;16;9;12
18217;2017;11;5;4;13;90;0;0;0;0;0;0;0
18217;2019;0;0;0;2;4;1;2;5;1;1;0;2
18218;2017;3;7;7;5;0;0;0;0;0;0;0;0
18218;2016;0;0;0;0;0;0;0;2;12;6;8;10
18219;2016;0;0;0;0;0;0;0;0;20;6;1;7
18219;2017;1;5;3;15;18;20;0;0;0;0;0;0
18220;2017;6;3;4;8;3;0;1;1;4;11;7;15
18220;2016;0;0;0;0;0;0;0;1;16;20;6;8
18220;2018;0;0;15;6;0;0;0;0;0;0;0;0
18220;2019;0;0;0;3;1;2;5;2;3;6;1;4
