sku;Produto;Descricao Curta;Tipo Produto;pvp;PC_medio;Descontinuado;Fornecedor;Localizacao Criacao;Peso Bruto;Altura;Largura;Comprimento
20386;"Massa cacarola lirios c vegetais 500gr";Massa cacarola lirios;Normal;2,85;1,41;FALSO;RECHEIO S.A.;LOJA;5,43;0,177;0,296;0,396
20387;"Massa cacarola macarrao riscado c vegetais 500gr";Massa cacarola macarrao;Normal;2,75;1,36;FALSO;RECHEIO S.A.;LOJA;5,35;0,22;0,23;0,36
20388;Massa cacarola macarronete riscado 500gr;Massa cacarola macarronet;Normal;2,3;1,13;FALSO;RECHEIO S.A.;LOJA;9,09;0,225;0,3;0,4
20389;"Massa cacarola margarida c vegetais 500gr";Massa cacarola margarida;Normal;2,75;1,36;FALSO;RECHEIO S.A.;LOJA;5,35;0,22;0,225;0,36
20390;Massa cacarola ninho c ovo 500gr;Massa cacarola ninho;Normal;4,7;2,32;FALSO;RECHEIO S.A.;LOJA;4,39;0,27;0,295;0,395
20391;Massa koka arroz inst light 330gr;Massa koka arroz inst lig;Normal;7,4;3,65;FALSO;RECHEIO S.A.;LOJA;4;0,19;0,24;0,475
20392;Molho ingles pingo doce 192ml;Molho ingles pingo doce 1;Normal;1,9;0,83858;FALSO;RECHEIO S.A.;LOJA;2,79;0,17;0,15;0,2
20393;Molho  piri-piri pingo doce 195ml;Molho  piri-piri pingo;Normal;1,2;0,573913;FALSO;RECHEIO S.A.;LOJA;2,79;0,17;0,15;0,2
20394;Molho soja kikkoman 150ml;Molho soja kikkoman 150ml;Normal;6,8;3,37;FALSO;RECHEIO S.A.;LOJA;2,1;0,14;0,2;0,27
20395;Tomate seco ponti 280gr;Tomate seco ponti 280gr;Normal;6,1;3,01;FALSO;RECHEIO S.A.;LOJA;5,9;0,115;0,22;0,29
20396;Shampoo essentya caracois perfeitos s/ sal 300ml;Shampoo essentya caracois;Normal;3,2;1,54;FALSO;RECHEIO S.A.;LOJA;2,86;0,18;0,14;0,2
20397;Shampoo essentya cuida/proteccao s/ sal 300ml;Shampoo essentya cuida/pr;Normal;3,2;1,54;FALSO;RECHEIO S.A.;LOJA;2,86;0,18;0,14;0,2
20398;Shampoo essentya protecao cabelo pintado s/ sal 300ml;Shampoo essentya protecao;Normal;3,2;1,54;FALSO;RECHEIO S.A.;LOJA;2,86;0,18;0,14;0,2
20399;Shampoo essentya regular equilibrio s/ sal 300ml;Shampoo essentya regular;Normal;3,2;1,54;FALSO;RECHEIO S.A.;LOJA;2,86;0,18;0,14;0,2
20400;Shampoo essentya reparacao nutricao s/ sal 300ml;Shampoo essentya reparaca;Normal;3,2;1,54;FALSO;RECHEIO S.A.;LOJA;2,86;0,18;0,14;0,2
2,04E+11;Camillo alves t garrafao 5l 11%;Camillo alves t garrafao;Normal;30;9,562579;FALSO;ENOPORT - EXP BEBIDAS S. A;LOJA;6,45;0,354;0,193;0,193
20401;Vinho de jambu air;Vinho de jambu air;Normal;4,4;3;FALSO;ROQUE TRADICAO XX1, UNIP, LDA;LOJA;0;0;0;0
20402;Pilhas Alkalinas AAA 4un;Pilhas Alkalinas AAA 4un;Normal;4,3;2,916667;FALSO;NOVENA STORE;LOJA;0;0;0;0
20403;Moringa cookies;Moringa cookies;Normal;2,2;1,5;FALSO;PTC PEOPLE TRADE COMPANY;LOJA;0;0;0;0
20404;Lemongras cookies;Lemongras cookies;Normal;2,2;1,5;FALSO;PTC PEOPLE TRADE COMPANY;LOJA;0;0;0;0
20405;Crunchy peanuts 100g;Crunchy peanuts 100g;Normal;1,6;1,1;FALSO;PTC PEOPLE TRADE COMPANY;LOJA;0;0;0;0
20406;Scooter tiger draught 20ml;Scooter tiger draught 20m;Normal;1,25;0;FALSO;PATEO;LOJA;0;0;0;0
20407;Akar;Akar;Normal;1,5;1;FALSO;DILICIOUS TIMOR;LOJA;0;0;0;0
20408;Montaria premium t 750ml;Montaria premium t 750ml;Normal;16;4,55;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,35;0,325;0,15;0,252
20409;Montaria grd escolha t 750ml;Montaria grd escolha t 75;Normal;21;7,63;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,35;0,325;0,15;0,252
20410;Montaria reserva t 750ml;Montaria reserva t 750ml;Normal;14;3,15;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,35;0,325;0,15;0,252
20411;Montaria reserva b 750ml;Montaria reserva b 750ml;Normal;12;3,15;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,35;0,325;0,15;0,252
20412;Tesouro de pias t 750ml;Tesouro de pias t 750ml;Normal;7,2;1,57;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,2;0,337;0,153;0,224
20413;Montaria reserva t 1500ml cx madeira;Montaria reserva t 1500ml;Normal;29;11,06;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;3,3;0,384;0,12;0,12
20414;Tesouro de pias t bib 5lt;Tesouro de pias t bib 5lt;Normal;31,5;6,49;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;5,01;0,247;0,129;0,188
20415;Qta pias t 750ml;Qta pias t 750ml;Normal;7,2;1,57;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,2;0,337;0,153;0,224
20416;Pera doce reserva t 1500ml;Pera doce reserva t 1500m;Normal;25;7,28;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;15,7;0,31;0,21;0,38
20453;Bacalhau lombo centro (2 postas) vac;Bacalhau lombo centro (2;Normal;32,9;16,2;FALSO;ALCIDES SANTOS ANTUNES, LDA (ASA CONGELADOS);LOJA;10,08;0,205;0,286;0,382
20454;Marcador escolar t stud 12un;Marcador escolar t stud b;Normal;2,6;1,215;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
20455;Caneta limpeza;Caneta limpeza kit;Normal;0;3,39;FALSO;ALTRONIX;LOJA;0;0,01;1;1
20456;Rolo etiqueta 40x25 1/2brilho eps t40 (1000etiq);Rolo etiqueta 40x25 1/2br;Normal;0;13,57;FALSO;ALTRONIX;LOJA;0;0,01;1;1
20457;Rolo etiqueta 76x76 1/2brilho eps t40 (500etiq);Rolo etiqueta 76x76 1/2br;Normal;0;16,22;FALSO;ALTRONIX;LOJA;0;0,01;1;1
20458;Rolo etiqueta zebra 84mm;Rolo etiqueta zebra 84mm;Normal;0;7,69;FALSO;ALTRONIX;LOJA;0;0,01;1;1
20459;Avental plastificado;Avental plastificado;Normal;3,3;1,63;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20460;Individual 30x45 plastificado;Individual 30x45 plastifi;Normal;1,3;0,61;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20461;Forra tabua engomar 130x45;Forra tabua engomar 130x4;Normal;4,9;2,45;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20462;Lenco mao homem;Lenco mao homem;Normal;1,2;0,52;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20463;Lenco mao senhora;Lenco mao senhora;Normal;1,2;0,52;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20464;Luva banho felpo;Luva banho felpo;Normal;0,7;0,31;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20465;Luva cozinha estampada;Luva cozinha estampada;Normal;2,7;1,34;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20466;Pano cozinha estampado 50x70;Pano cozinha estampado;Normal;1,1;0,54;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20467;Pano cozinha favo bordado;Pano cozinha favo bord;Normal;6,8;3,33;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20468;Pano cozinha favo 50x70;Pano cozinha favo 50x70;Normal;1,2;0,55;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20469;Pano cozinha felpo 50x50;Pano cozinha felpo 50x50;Normal;1,7;0,82;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20470;Pano cozinha rita 50x50;Pano cozinha rita 50x50;Normal;2,5;1,15;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20471;Pano cozinha mineiro 50x50;Pano cozinha mineiro 50x5;Normal;1,7;0,78;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20472;Pano po estampado 50x50;Pano po estampado 50x50;Normal;1,4;0,66;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20473;Pega cozinha;Pega cozinha;Normal;1,3;0,61;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20474;Saco pao estampado;Saco pao estampado;Normal;3,5;1,63;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20475;Toalha mesa estampada 150x150;Toalha mesa estampada 150;Normal;6,9;2,75;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20476;Toalha mesa estampada 200x150;Toalha mesa estampada 200;Normal;7,9;3,48;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20477;Toalha mesa estampada 250x150;Toalha mesa estampada 250;Normal;8,9;4,22;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20478;Toalha mesa antinodoa 150x150;Toalha mesa antinodoa 150;Normal;20,9;8,24;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20479;Toalha mesa antinodoa 200x150;Toalha mesa antinodoa 200;Normal;22,9;10;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20480;Toalha mesa antinodoa 250x150;Toalha mesa antinodoa 250;Normal;24,9;12,28;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20481;Toalha mesa plastificada 130x160;Toalha mesa plastificada;Normal;7,9;3,04;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20482;Toalha mesa plastificada 140x140;Toalha mesa plastificada;Normal;8,9;3,41;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20483;Toalha mesa plastificada 200x140;Toalha mesa plastificada;Normal;9,9;4,66;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20484;Almofada dormir alfazema;Almofada dormir alfazema;Normal;43,9;21,77;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0,46;1;1
20485;Jogo cama casal soft  estampado 290x230;Jogo cama casal soft  est;Normal;23;11,42;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0,12;1;1
20486;Jogo cama solteiro soft  estampado 280x160;Jogo cama solteiro soft;Normal;20;9,95;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0,12;1;1
20487;Toalhao wc 100x140 bolinhas/quadrados;Toalhao wc 100x140 bolinh;Normal;13;6,43;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0,18;1;1
20488;Toalhao wc 70x140 bolinhas/quadrados;Toalhao wc 70x140 bolinha;Normal;8,9;4,38;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20489;Toalha wc 50x90 bolinhas/quadrados;Toalha wc 50x90 bolinha;Normal;4,9;2,4;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20490;Toalha wc 30x50 bolinhas/quadrados;Toalha wc 30x50 bolinhas/;Normal;2,9;1,37;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20491;Toalhao wc 100x150 branco 450g;Toalhao wc 100x150 branco;Normal;18,9;9,13;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20492;Toalhao wc 70x140 branco 450g;Toalhao wc 70x140 branco;Normal;12,9;6,19;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20493;Toalhao wc 50x90 branco 450g;Toalhao wc 50x90 branco;Normal;6,9;3,4;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20494;Tapete saida banho 50x70 branco 450g;Tapete saida banho 50x70;Normal;6,9;3,32;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20495;Tapete banheira plast 36x72;Tapete banheira plast 36x;Normal;8,5;4,16;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20496;Tapete wc 76x46;Tapete wc 76x46;Normal;7,9;3,86;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20497;Tapete wc favo;Tapete wc favo;Normal;6,5;3,02;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20498;Babete estampado;Babete estampado;Normal;1,9;0,82;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;0;0
20499;Toalhao bebe 75x75;Toalhao bebe 75x75;Normal;12,5;6,04;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20500;Peuga desporto;Peuga desporto;Normal;1,6;0,75;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20501;Toalha praia estampada 3d 100x180;Toalha praia estampada 3d;Normal;14,9;7,25;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20502;Toalha praia estampada 70x140;Toalha praia estampada 70;Normal;16,9;8,17;FALSO;ARMAZENS PEROLA NORTE, LDA;LOJA;0;0;1;1
20503;Creme corpo be beauty boiao 300ml;Creme corpo be beauty boi;Normal;3,8;1,85;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
20504;Creme rosto be beauty q10 dia fpf15 50ml;Creme rosto be beauty q10;Normal;4,9;2,41;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
20505;Creme rosto be beauty q10 noite 50ml;Creme rosto be beauty q10;Normal;4,9;2,41;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
20506;Pano multisuperficie felpo plan vde 50g;Pano multisuperficie felp;Normal;2,1;1,04;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
20507;Onde vivem os animais?;Onde vivem os animais?;Normal;13,3;9,31;FALSO;PLURAL EDITORES;LOJA;0;0;0;0
20508;Shampoo essentya 2/1 s/ sal 300ml;Shampoo essentya 2/1 s/ s;Normal;3,2;1,5;FALSO;RECHEIO S.A.;LOJA;2,86;0,005;1;1
20509;Shampoo essentya anticaspa secos s/ sal 300ml;Shampoo essentya anticasp;Normal;3,2;1,5;FALSO;RECHEIO S.A.;LOJA;2,86;0,005;1;1
20510;Deo skino spray citrus fresh 200ml;Deo skino spray citrus fr;Normal;4,4;2,22;FALSO;RECHEIO S.A.;LOJA;0;0,02;1;1
20511;Deo skino spray cotton dry 200ml;Deo skino spray cotton dr;Normal;4,4;1,714215;FALSO;RECHEIO S.A.;LOJA;0;0,02;1;1
20512;Discos algodao ovais amanhecer 40un;Discos algodao ovais aman;Normal;1,6;0,8;FALSO;RECHEIO S.A.;LOJA;0;0,018;1;1
20513;Lavatudo ajax optimal 7 frescura 1l;Lavatudo ajax optimal 7 f;Normal;6,1;3,07;FALSO;RECHEIO S.A.;LOJA;13,2;0,02;1;1
20514;Toalhitas dodot sensitive rec.54un;Toalhitas dodot sensitive;Normal;6,95;3,54;FALSO;RECHEIO S.A.;LOJA;0;0,025;1;1
20515;Balao pet metalizado 12un;Balao pet metalizado 12un;Normal;4,5;2,25;FALSO;RECHEIO S.A.;LOJA;0;0,02;1;1
20516;Esferografica bic fluo 4un;Esferografica bic fluo 4u;Normal;5,75;2,86;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
20517;Caderno A5 20f agraf colegial;Caderno A5 20f colegial;Normal;0,9;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,001;1;1
20518;Det maq liquido roupa ariel a+ regular 60doses;Det maq liquido roupa ari;Normal;29,4;14,65;FALSO;RECHEIO S.A.;LOJA;10,36;0,052;1;1
20519;Marcador triplus finelin 334-s 3un;Marcador triplus finelin3;Normal;14,2;3,54;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
20520;Verniz unhas kinetics solargel colors polish;Verniz unhas kinetics sol;Normal;7,6;3,75;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0,28;0,39;0,3
20521;Verniz unhas flormar polish;Verniz unhas flormar poli;Normal;4,5;2,21;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0,28;0,39;0,3
20522;Oleo cuticulas kinetics amendoa/limao/laranja;Oleo cuticulas kinetics a;Normal;3,3;1,61;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0,087;0,09;0,11
20523;Nano rhino kinetics fortificante;Nano rhino kinetics forti;Normal;10,5;5,2;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0;0;0
20524;Top coat kwik kote kinetics;Top coat kwik kote kineti;Normal;8,3;4,11;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0;0;0
20525;Base coat touch me kinetics;Base coat touch me kineti;Normal;8,3;4,11;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0;0;0
20526;Creme maos super moisture spf8 kinetics 100ml (clima quente);Creme maos super moisture;Normal;10,5;5,2;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0;0;0
20527;Lima unhas miss rhino kinetics medio/fina 180/240;Lima unhas miss rhino kin;Normal;4,9;2,73;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0;0;0
20528;Lima unhas zebra ziggy kinetics media/grossa 120/180;Lima unhas zebra ziggy ki;Normal;4,9;2,07;FALSO;LOOK LEAL COSMETICOS LDA;LOJA;0;0;0;0
20529;Limpa moveis spray aroma margem 300ml;Limpa moveis spray aroma;Normal;4,25;2,1;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3,8;0,23;0,18;0,22
20530;Limpa moveis multisuperficies margem 500ml;Limpa moveis multisuperfi;Normal;5,9;2,94;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;30;0,31;0,4;0,6
20531;Oleo cedro liq margem 200ml;Oleo cedro liq margem 200;Normal;2,8;1,38;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,19;0,16;0,22
20532;Oleo cedro ae margem 250ml;Oleo cedro ae margem 250m;Normal;4,5;2,24;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3,5;0,2;0,18;0,22
20533;Renovador moveis liq claro margem 150ml;Renovador moveis liq clar;Normal;4;1,99;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1;0,15;0,1;0,11
20534;Renovador moveis liq normal margem 150ml;Renovador moveis liq norm;Normal;4;1,99;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1;0,15;0,1;0,11
20535;Renovador moveis liq escuro margem 150ml;Renovador moveis liq escu;Normal;4;1,99;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1;0,15;0,1;0,11
20536;Renovador moveis ae normal margem 300ml;Renovador moveis ae norma;Normal;5,4;2,69;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;4;0,24;0,18;0,22
20537;Renovador moveis ae escuro margem 300ml;Renovador moveis ae escur;Normal;5,4;2,69;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;4;0,24;0,18;0,22
20538;Cera acrilica madeiras margem 500ml;Cera acrilica madeiras ma;Normal;6,3;3,11;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;27;0,26;0,4;0,6
20539;Cera acrilica chao duro margem 500ml;Cera acrilica chao duro m;Normal;6,3;3,11;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;27;0,26;0,4;0,6
20540;Cera acrilica tijoleira margem 500ml;Cera acrilica tijoleira m;Normal;6,3;3,11;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;27;0,26;0,4;0,6
20541;Cera liq verniz margem 500ml;Cera liq verniz margem 50;Normal;7,6;3,77;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,14;0,16;0,23
20542;Decapande ceras margem 500ml;Decapande ceras margem 50;Normal;4,5;2,25;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;27;0,26;0,4;0,6
20543;Lava encera margem 500ml;Lava encera margem 500ml;Normal;5,2;2,56;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;27;0,26;0,4;0,6
20544;Lava madeiras c sabao margem 500ml;Lava madeiras c sabao mar;Normal;4,3;2,14;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;27;0,26;0,4;0,6
20545;Renovador chao envernizado claro margem 500ml;Renovador chao envernizad;Normal;5,7;2,84;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;26;0,25;0,4;0,6
20546;Renovador chao envernizado normal margem 500ml;Renovador chao envernizad;Normal;5,7;2,84;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;26;0,25;0,4;0,6
20547;Renovador chao envernizado escuro margem 500ml;Renovador chao envernizad;Normal;5,7;2,84;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;26;0,25;0,4;0,6
20548;Bloco sanitario liq marine margifresh 2x55g;Bloco sanitario liq marin;Normal;5,1;2,54;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;2,5;0,17;0,24;0,34
20549;Bloco sanitario liq pinho margifresh 2x55g;Bloco sanitario liq pinho;Normal;5,1;2,54;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;2,5;0,17;0,24;0,34
20550;Bloco sanitario solido pinho margifresh 2x30g;Bloco sanitario solido pi;Normal;3;1,49;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1,5;0,15;0,21;0,34
20551;Bloco sanitario solido marine margifresh 2x30g;Bloco sanitario solido ma;Normal;3;1,49;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1,5;0,15;0,21;0,34
20552;Fresh marine margifresh 500ml;Fresh marine margifresh 5;Normal;5,4;2,68;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;29;0,31;0,4;0,6
20553;Bloco wc maca margifresh 45g;Bloco wc maca margifresh;Normal;2,1;1,04;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1,5;0,19;0,15;0,15
20554;Bloco wc oceano margifresh 45g;Bloco wc oceano margifres;Normal;2,1;1,04;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1,5;0,19;0,15;0,15
20555;Ambientador pist jardim margem 200ml;Ambientador pist jardim m;Normal;4,2;2,09;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,22;0,19;0,14
20556;Ambientador pist limao margem 200ml;Ambientador pist limao m;Normal;4,2;2,09;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,22;0,19;0,14
20557;Ambientador pist cha verde margem 200ml;Ambientador pist cha verd;Normal;4,2;2,09;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,22;0,19;0,14
20558;Ambientador pist antitabaco margem 200ml;Ambientador pist antitaba;Normal;4,2;2,09;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,22;0,19;0,14
20559;Ambientador pist wave breeze margem 200ml;Ambientador pist wave bre;Normal;4,2;2,09;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,22;0,19;0,14
20560;Bicarbonado sodio 195g (usos diversos);Bicarbonado sodio 195g (u;Normal;2;0,97;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,09;0,18;0,24
20561;Bolas naftalina margem 80g;Bolas naftalina margem 80;Normal;2,3;1,11;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1,5;0,12;0,16;0,21
20562;Bolas perfumadas lavanda margem 80g;Bolas perfumadas lavanda;Normal;2,7;1,34;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1,5;0,12;0,16;0,21
20563;Desentupidor canos margem 400g;Desentupidor canos margem;Normal;4,4;2,2;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;3;0,21;0,19;0,26
20564;Det conc uso geral margem 1l;Det conc uso geral margem;Normal;8,9;4,39;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;7;0,24;0,16;0,24
20565;Esfregao inox margem;Esfregao inox margem;Normal;1,3;0,63;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;0,5;0,19;0,08;0,24
20566;Esfregao salva unhas margem 3un;Esfregao salva unhas marg;Normal;2,8;1,37;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1;0,23;0,31;0,38
20567;Limpa frigorifico pistola 500ml;Limpa frigorifico pistola;Normal;4,4;2,2;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;30;0,31;0,4;0,6
20568;Limpa microondas/forno pistola 500ml;Limpa microondas/forno pi;Normal;4,6;2,28;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;30;0,31;0,4;0,6
20569;Limpa vidros trad margem 400ml;Limpa vidros trad margem;Normal;1,95;0,97;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;5,5;0,23;0,17;0,23
20570;Limpa vidros pist margem 500ml;Limpa vidros pist margem;Normal;4;2,03;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;29;0,31;0,4;0,6
20571;Mola roupa flor margem 12un;Mola roupa flor margem 12;Normal;3,45;1,7;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;6;0,17;0,39;0,39
20572;Mola roupa clip margem 10un;Mola roupa clip margem 10;Normal;4;2,01;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;5;0,2;0,3;0,39
20573;Multiusos pist margem 500ml;Multiusos pist margem 500;Normal;4,1;2,06;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;30;0,31;0,4;0,6
20574;Oleo lubrificante margem 30ml;Oleo lubrificante margem;Normal;1,6;0,76;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1;0,11;0,21;0,13
20575;Pano antiembaciante margem;Pano antiembaciante marge;Normal;1,6;0,77;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;0,5;0,07;0,07;0,2
20576;Limpa ferros polybril 120ml;Limpa ferros polybril 120;Normal;3,9;1,91;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1;0,15;0,08;0,13
20577;Limpa metais polybril 120ml;Limpa metais polybril 120;Normal;3,4;1,67;FALSO;MARGEM - FABRICANTE PRODUTOS LIMPEZA, LDA;LOJA;1;0,15;0,08;0,13
